session_id,condition,b_value,true_prob,round,action,shares,price_before,price_after,cost,cash_before,cash_after,q_yes_after,q_no_after,client_ms_on_round,timestamp_utc,draw_outcome,final_cash,session_completed,comprehension_attempts,initial_belief_pct,final_belief_pct,risk_tolerance,trading_experience_months,prediction_market_familiarity,field_of_study
MQZF,low,10,0.7,1,buy_yes,2,50.0,55.0,1.05,15.0,13.95,2,0,177949,2026-05-06T21:13:57Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,2,buy_yes,2,55.0,59.9,1.15,13.95,12.8,4,0,61833,2026-05-06T21:14:59Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,3,pass,0,59.9,59.9,0.0,12.8,12.8,4,0,20373,2026-05-06T21:15:19Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,4,pass,0,59.9,59.9,0.0,12.8,12.8,4,0,8776,2026-05-06T21:15:28Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,5,buy_yes,1,59.9,62.2,0.61,12.8,12.19,5,0,13990,2026-05-06T21:15:42Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,6,pass,0,62.2,62.2,0.0,12.19,12.19,5,0,23650,2026-05-06T21:16:06Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,7,pass,0,62.2,62.2,0.0,12.19,12.19,5,0,4574,2026-05-06T21:16:10Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,8,buy_yes,3,62.2,69.0,1.97,12.19,10.22,8,0,13935,2026-05-06T21:16:24Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,9,pass,0,69.0,69.0,0.0,10.22,10.22,8,0,11431,2026-05-06T21:16:36Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,10,pass,0,69.0,69.0,0.0,10.22,10.22,8,0,4827,2026-05-06T21:16:40Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,11,buy_yes,1,69.0,71.1,0.7,10.22,9.52,9,0,10549,2026-05-06T21:16:51Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,12,pass,0,71.1,71.1,0.0,9.52,9.52,9,0,9208,2026-05-06T21:17:00Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,13,pass,0,71.1,71.1,0.0,9.52,9.52,9,0,4600,2026-05-06T21:17:05Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,14,buy_no,3,71.1,64.6,0.96,9.52,8.56,9,3,20583,2026-05-06T21:17:25Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,15,pass,0,64.6,64.6,0.0,8.56,8.56,9,3,5226,2026-05-06T21:17:31Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,16,pass,0,64.6,64.6,0.0,8.56,8.56,9,3,4850,2026-05-06T21:17:35Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,17,buy_no,2,64.6,59.9,0.76,8.56,7.8,9,5,14582,2026-05-06T21:17:50Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,18,pass,0,59.9,59.9,0.0,7.8,7.8,9,5,5425,2026-05-06T21:17:56Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,19,pass,0,59.9,59.9,0.0,7.8,7.8,9,5,5657,2026-05-06T21:18:01Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,20,buy_yes,5,59.9,71.1,3.28,7.8,4.52,14,5,12101,2026-05-06T21:18:13Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,21,pass,0,71.1,71.1,0.0,4.52,4.52,14,5,4799,2026-05-06T21:18:18Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,22,pass,0,71.1,71.1,0.0,4.52,4.52,14,5,793,2026-05-06T21:18:19Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,23,buy_yes,3,71.1,76.9,2.22,4.52,2.3,17,5,7340,2026-05-06T21:18:26Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,24,pass,0,76.9,76.9,0.0,2.3,2.3,17,5,5243,2026-05-06T21:18:31Z,red,18.8,True,2,70,70,2,12,False,Computer Science
MQZF,low,10,0.7,25,buy_no,2,76.9,73.1,0.5,2.3,1.8,17,7,10362,2026-05-06T21:18:42Z,red,18.8,True,2,70,70,2,12,False,Computer Science
