session_id,condition,b_value,true_prob,round,action,shares,price_before,price_after,cost,cash_before,cash_after,q_yes_after,q_no_after,client_ms_on_round,timestamp_utc,draw_outcome,final_cash,session_completed,comprehension_attempts,initial_belief_pct,final_belief_pct,risk_tolerance,trading_experience_months,prediction_market_familiarity,field_of_study
XYFF,high,100,0.7,1,buy_yes,3,50.0,50.7,1.51,15.0,13.49,3,0,98003,2026-05-06T22:35:35Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,2,buy_no,1,50.7,50.5,0.49,13.49,13.0,3,1,48941,2026-05-06T22:36:24Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,3,buy_yes,4,50.5,51.5,2.04,13.0,10.96,7,1,4667,2026-05-06T22:36:29Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,4,pass,0,51.5,51.5,0.0,10.96,10.96,7,1,2876,2026-05-06T22:36:32Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,5,buy_no,1,51.5,51.2,0.49,10.96,10.47,7,2,3542,2026-05-06T22:36:35Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,6,pass,0,51.2,51.2,0.0,10.47,10.47,7,2,3027,2026-05-06T22:36:38Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,7,buy_yes,3,51.2,52.0,1.55,10.47,8.92,10,2,26276,2026-05-06T22:37:04Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,8,buy_no,1,52.0,51.7,0.48,8.92,8.44,10,3,4168,2026-05-06T22:37:09Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,9,buy_no,1,51.7,51.5,0.48,8.44,7.96,10,4,3502,2026-05-06T22:37:12Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,10,buy_yes,1,51.5,51.7,0.52,7.96,7.44,11,4,6894,2026-05-06T22:37:19Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,11,buy_yes,1,51.7,52.0,0.52,7.44,6.92,12,4,2406,2026-05-06T22:37:21Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,12,buy_yes,1,52.0,52.2,0.52,6.92,6.4,13,4,1476,2026-05-06T22:37:23Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,13,pass,0,52.2,52.2,0.0,6.4,6.4,13,4,4592,2026-05-06T22:37:28Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,14,buy_no,1,52.2,52.0,0.48,6.4,5.92,13,5,3431,2026-05-06T22:37:31Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,15,buy_yes,1,52.0,52.2,0.52,5.92,5.4,14,5,1251,2026-05-06T22:37:32Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,16,buy_no,1,52.2,52.0,0.48,5.4,4.92,14,6,5580,2026-05-06T22:37:38Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,17,buy_no,1,52.0,51.7,0.48,4.92,4.44,14,7,1036,2026-05-06T22:37:39Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,18,buy_yes,1,51.7,52.0,0.52,4.44,3.92,15,7,4651,2026-05-06T22:37:44Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,19,buy_yes,1,52.0,52.2,0.52,3.92,3.4,16,7,1526,2026-05-06T22:37:45Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,20,buy_yes,1,52.2,52.5,0.52,3.4,2.88,17,7,1209,2026-05-06T22:37:46Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,21,buy_yes,1,52.5,52.7,0.53,2.88,2.35,18,7,4037,2026-05-06T22:37:50Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,22,buy_yes,2,52.7,53.2,1.06,2.35,1.29,20,7,6609,2026-05-06T22:37:57Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,23,buy_no,1,53.2,53.0,0.47,1.29,0.82,20,8,5699,2026-05-06T22:38:03Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,24,buy_no,1,53.0,52.7,0.47,0.82,0.35,20,9,1129,2026-05-06T22:38:04Z,red,20.35,True,1,70,70,2,3,False,Computer Science
XYFF,high,100,0.7,25,pass,0,52.7,52.7,0.0,0.35,0.35,20,9,1283,2026-05-06T22:38:05Z,red,20.35,True,1,70,70,2,3,False,Computer Science
