session_id,condition,b_value,true_prob,round,action,shares,price_before,price_after,cost,cash_before,cash_after,q_yes_after,q_no_after,client_ms_on_round,timestamp_utc,draw_outcome,final_cash,session_completed,comprehension_attempts,initial_belief_pct,final_belief_pct,risk_tolerance,trading_experience_months,prediction_market_familiarity,field_of_study
QRSB,high,100,0.7,1,buy_yes,5,50.0,51.2,2.53,15.0,12.47,5,0,8701,2026-05-06T21:27:02Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,2,buy_yes,5,51.2,52.5,2.59,12.47,9.88,10,0,6061,2026-05-06T21:27:08Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,3,buy_no,3,52.5,51.7,1.44,9.88,8.44,10,3,3552,2026-05-06T21:27:12Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,4,buy_no,7,51.7,50.0,3.44,8.44,5.0,10,10,10008,2026-05-06T21:27:22Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,5,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,2895,2026-05-06T21:27:25Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,6,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,598,2026-05-06T21:27:25Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,7,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,419,2026-05-06T21:27:26Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,8,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,257,2026-05-06T21:27:26Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,9,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,275,2026-05-06T21:27:26Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,10,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,280,2026-05-06T21:27:27Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,11,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,285,2026-05-06T21:27:27Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,12,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,269,2026-05-06T21:27:27Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,13,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,268,2026-05-06T21:27:28Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,14,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,294,2026-05-06T21:27:28Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,15,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,297,2026-05-06T21:27:28Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,16,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,312,2026-05-06T21:27:29Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,17,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,293,2026-05-06T21:27:29Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,18,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,302,2026-05-06T21:27:29Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,19,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,997,2026-05-06T21:27:30Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,20,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,831,2026-05-06T21:27:31Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,21,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,1250,2026-05-06T21:27:32Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,22,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,989,2026-05-06T21:27:33Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,23,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,861,2026-05-06T21:27:34Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,24,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,808,2026-05-06T21:27:35Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
QRSB,high,100,0.7,25,pass,0,50.0,50.0,0.0,5.0,5.0,10,10,1008,2026-05-06T21:27:36Z,blue,15.0,True,1,70,70,1,0,False,Computer Science
